,District,Sector,Cellule,Village,Vill_Code,,NEP results,,,,,,,,,,,
Iburengerazuba,Rutsiro,Mushubati,Gitwa,Kibari,32100304,4,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Mushubati,Gitwa,Mbuga,32100305,5,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Mushubati,Gitwa,Mubuga,32100306,6,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Mushubati,Gitwa,Taba,32100311,11,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Busuku,Bishami,32110101,1,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Busuku,Gacaca,32110105,5,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Busuku,Gatare,32110106,6,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Cyivugiza,Cyubi,32110201,1,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Cyivugiza,Gishahaga,32110203,3,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Cyivugiza,Kageyo,32110204,4,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Cyivugiza,Mukungu,32110206,6,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Mubuga,Bugorozi,32110301,1,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Mubuga,Buryoshya,32110302,2,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Mubuga,Kabaratama,32110307,7,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Mubuga,Mubuga,32110308,8,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Mubuga,Pfunda,32110309,9,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Mubuga,Rushubi,32110310,10,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Mubuga,Rutovu,32110311,11,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Mubuga,Rwankuba,32110312,12,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Ngoma,Bukanda,32110401,1,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Ngoma,Bushoga,32110402,2,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Ngoma,Cyeshero,32110403,3,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Ngoma,Gisayo,32110405,5,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Ngoma,Gishowa,32110406,6,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Ngoma,Kamunyurwe,32110408,8,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Ngoma,Ngoma,32110411,11,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Nyabirasi,Terimbere,Mukondo,32110507,7,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Ruhango,Gatare,Kirinja,32120104,4,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Ruhango,Gihira,Karambagiro,32120204,4,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Ruhango,Gihira,Kinyenkanda,32120205,5,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Ruhango,Rugasa,Gicaca,32120502,2,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Rusebeya,Kabona,Kibara,32130102,2,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Rusebeya,Kabona,Munini,32130103,3,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Rusebeya,Kabona,Ntereye,32130105,5,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Rusebeya,Mberi,Gashihe,32130203,3,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Rusebeya,Mberi,Gihinga,32130205,5,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Rusebeya,Mberi,Kagano,32130208,8,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Rusebeya,Remera,Bihira,32130301,1,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Rusebeya,Remera,Gahunga,32130303,3,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Rusebeya,Ruronde,Kigali,32130402,2,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Rusebeya,Ruronde,Kirumbi,32130403,3,SAS,,,,,,,,,,,
Iburengerazuba,Rutsiro,Rusebeya,Ruronde,Mubuga,32130404,4,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Busasamana,Gasiza,Kiraro,33020206,6,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Busasamana,Nyacyonga,Kingogo,33020604,4,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Bugoyi,Bugoyi,33040202,2,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Bugoyi,Ituze,33040206,6,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Kivumu,Igisubizo,33040302,2,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Kivumu,Kivumu,33040305,5,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Kivumu,Muduha,33040306,6,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Kivumu,Ubumwe,33040309,9,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Abahuje,33040401,1,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Haguruka,33040404,4,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Ihumure,33040406,6,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Iyobokamana,33040410,10,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Karundo,33040411,11,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Nyarubande,33040412,12,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Uburanga,33040414,14,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Umubano,33040417,17,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Rubavu,Ruliba,33040606,6,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Umuganda,Ihuriro,33040703,3,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Karambo,Gahunga,33050201,1,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Karambo,Mariba,33050202,2,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Karambo,Mutanda,33050203,3,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Musabike,Kaje,33050403,3,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Nkomane,Nkomane,33050503,3,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Rusongati,Nyabitunda,33050607,7,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Yungwe,Bwikurure,33050701,1,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Yungwe,Rutagara,33050705,5,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Muramba,Kanya,33060301,1,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Muramba,Tubindi,33060304,4,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Nyaruteme,Karagarago,33060602,2,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Micinyiro,Kanombe,33070302,2,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Ndoranyi,Kinyangwe,33070505,5,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Rubona,Rurembo,33090609,9,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Bahimba,Kanyiraruhin,33100105,5,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Gatovu,Murambi,33100205,5,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Gatovu,Ruhanga,33100206,6,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kavomo,Bahimba,33100301,1,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kigarama,Rwantobo,33100406,6,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Nyundo,Birembo,33100601,1,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Nyundo,Kiribata,33100605,5,SAS,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Nyundo,Rumbati,33100609,9,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Kijote,Bukinanyana,34010302,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Kijote,Busasamana,34010303,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Kijote,Shaba,34010309,9,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Muhe,Kananira,34010502,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Muhe,Kirandaryi,34010503,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Muhe,Murambi,34010504,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Muhe,Rusogo,34010505,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jenda,Gasizi,Munanira,34020206,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jenda,Kareba,Bizu,34020401,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jenda,Kareba,Gikombe,34020402,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jenda,Kareba,Kamatenge,34020403,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jenda,Kareba,Nyacyonga,34020405,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jenda,Kareba,Rubare,34020407,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Gasiza,Cyumba,34030101,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Gasiza,Gahama,34030102,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Gasiza,Gasiza,34030103,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Gasiza,Isangano,34030104,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Gasiza,Kabingo,34030105,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Gasura,Ryabasenge,34030205,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Gisizi,Gahanga,34030302,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Gisizi,Kagege,34030305,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Guriro,Kabari,34030402,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Guriro,Ruhunga,34030406,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Kavumu,Gasanze,34030501,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Kavumu,Rushubi,34030506,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Nyamitanzi,Kivumu,34030602,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Jomba,Nyamitanzi,Ruhongore,34030607,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kabatwa,Ngando,Ngando,34040504,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Karago,Busoro,Gisesa,34050103,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Karago,Cyamabuye,Buremera,34050201,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Karago,Cyamabuye,Matyazo,34050203,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Karago,Cyamabuye,Rubare,34050208,8,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Karago,Gatagara,Budacya,34050302,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Karago,Gatagara,Gisunzu,34050304,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Karago,Gatagara,Muvure,34050307,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Karago,Gihirwa,Gifumba,34050402,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Karago,Kadahenda,Gihira,34050503,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Karago,Kadahenda,Nkomane,34050508,8,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Karago,Karengera,Hanika,34050601,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Gatovu,Giharo,34060102,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Gatovu,Nyagitaba,34060103,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Gatovu,Nyarusekera,34060104,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Gatovu,Rubande,34060105,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Kintobo,Bikingi,34060201,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Kintobo,Gakoro,34060202,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Kintobo,Gasura,34060203,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Kintobo,Gasyo,34060204,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Kintobo,Kansesa,34060205,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Nyagisozi,Dehero,34060301,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Nyagisozi,Hungiro,34060302,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Nyagisozi,Nyanshundur,34060303,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Nyagisozi,Rutoyi,34060304,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Nyagisozi,Sinayi,34060305,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Nyamugari,Kabagundu,34060401,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Nyamugari,Kariyeri,34060402,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Nyamugari,Karucuranya,34060403,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Nyamugari,Kiyumba,34060404,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Nyamugari,Kizunga,34060405,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Rukondo,Kamanga,34060501,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Rukondo,Kimpundu,34060503,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Rukondo,Mugogo,34060504,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Ryinyo,Gahwege,34060601,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Ryinyo,Gasenyi,34060602,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Ryinyo,Humiro,34060603,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Ryinyo,Kabashumba,34060604,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Ryinyo,Kadaterurwa,34060605,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Ryinyo,Kirwa,34060606,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Kintobo,Ryinyo,Rwamikeri,34060607,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Mukamira,Gasizi,Kamiro,34070101,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Mukamira,Rubaya,Kinyababa,34070405,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Mukamira,Rukoma,Gitete,34070603,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Gisizi,Kabyuma,34080101,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Gisizi,Kinyasenge,34080103,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Gisizi,Muremure,34080105,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Mulinga,Kamazage,34080204,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Mulinga,Kiruma,34080205,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Mulinga,Ruganda,34080208,8,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Mwiyanike,Gitebe,34080301,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Mwiyanike,Kayanza,34080302,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Mwiyanike,Kivuruga,34080303,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Mwiyanike,Nyankukuma,34080306,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Mwiyanike,Ryamwana,34080307,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Nkomane,Kigusa,34080402,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Rwantobo,Ntango,34080604,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Muringa,Rwantobo,Rurembo,34080605,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Birembo,Cyugi,34090102,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Birembo,Kimisebeya,34090103,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Birembo,Mariba,34090104,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Birembo,Nyavuvu,34090106,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Guriro,Cyanika,34090201,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Guriro,Kimisebeya,34090202,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Guriro,Nteko,34090203,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Guriro,Nyanguragur,34090204,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Guriro,Raro,34090205,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Guriro,Rusogo,34090206,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Kibisabo,Bugonde,34090301,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Kibisabo,Gatare,34090302,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Kibisabo,Karambi,34090304,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Kibisabo,Kinihira,34090305,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Kibisabo,Nyampuhu,34090306,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rambura,Nyundo,Rusereka,34090507,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Gakoro,Bweru,34100101,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Gakoro,Kintore,34100102,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Gakoro,Nyarubingo,34100105,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Gakoro,Nyarusange,34100106,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Marangara,Bwumba,34100201,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Marangara,Gasayo,34100202,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Marangara,Gasiza,34100203,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Marangara,Giko,34100204,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Marangara,Kabahendany,34100205,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Marangara,Kagano,34100206,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Marangara,Nyagasozi,34100207,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Marangara,Rwangege,34100208,8,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Marangara,Tetero,34100209,9,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Nyagahondo,Buhete,34100301,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Nyagahondo,Kabyaza,34100303,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Nyagahondo,Munyinya,34100305,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Nyagahondo,Nganzo,34100307,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Nyarutembe,Gatyazo,34100401,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Nyarutembe,Gisenyi,34100402,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Nyarutembe,Jari,34100403,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Nyarutembe,Kamenyo,34100404,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Nyarutembe,Kibumba,34100405,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Nyarutembe,Kirebe,34100406,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Nyarutembe,Nyamugari,34100408,8,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Rurembo,Bihe,34100501,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Rurembo,Bukango,34100502,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Rurembo,Gaseke,34100505,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Rurembo,Murama,34100508,8,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Tyazo,Harabana,34100601,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Tyazo,Kabuye,34100602,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Tyazo,Kingona,34100603,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Tyazo,Kiyanza,34100604,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Tyazo,Mucaca,34100605,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rugera,Tyazo,Nyakiriba,34100606,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gahondo,Bihira,34110101,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gahondo,Gahoko,34110102,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gahondo,Gitega,34110103,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gahondo,Kamahwera,34110104,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gahondo,Kanama,34110105,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gahondo,Kazuba,34110106,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gahondo,Murungu,34110107,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gahondo,Musenyi,34110108,8,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gahondo,Rugendabari,34110109,9,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gahondo,Rwamigega,34110110,10,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gitega,Bukangano,34110201,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gitega,Cyivugiza,34110203,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gitega,Cyuve,34110204,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gitega,Kagusa,34110206,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Gitega,Rurambo,34110207,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Kirimbogo,Cyayu,34110301,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Kirimbogo,Cyinkware,34110302,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Kirimbogo,Cyogo,34110303,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Kirimbogo,Gabiro,34110304,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Kirimbogo,Gasenyi,34110305,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Kirimbogo,Karuhara,34110306,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Kirimbogo,Kinaba,34110307,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Kirimbogo,Nturo,34110308,8,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Murambi,Nturoyinkoko,34110309,9,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Murambi,Gahondo,34110402,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Murambi,Gisoro,34110403,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Murambi,Kabyaza,34110404,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Murambi,Karambi,34110405,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Murambi,Karuhindu,34110406,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Murambi,Kidomo,34110407,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Murambi,Mpinga,34110408,8,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Murambi,Nyarukangag,34110410,10,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Murambi,Rubavu,34110411,11,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Murambi,Rubona I,34110412,12,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Mwana,Busenge,34110501,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Mwana,Kamugarura,34110502,2,SAS,,,,,,,,,,,
